,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ALL Items Purchased ALL Locations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Date Range: 06/09/2023 - 06/08/2024, 06/09/2024 - 06/08/2025",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Anand Ganger, 6/8/2025 10:46 AM",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Location Nickname,Billing Location Address,Billing Location Account Number,Shipped Location Nickname,Shipped Location Address,Shipped Location Account Number,Short Description,Extended Description,Item Code,Manufacturer,Uom,Previous Quantity,Current Quantity,Previous Amount,Current Amount,CategoryTree,Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Category Level 9,Category Level 10
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Electrolase Blade Electrode 100/Bx, 12 BX/CA","Electrolase Blade Electrode 100/Box, 12 BX/CA",2712856,Conmed Endosurgery,BX,1,1,66.56,66.88,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Electrolase Electrosurgical Electrode 100/Bx,Electrolase Electrosurgical Electrode 100/Box,9203113,Conmed Endosurgery,BX,2,2,133.12,137.78,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Handpiece Cover For Hyfrecator Handpiece 100/Bx,Handpiece Cover For Hyfrecator Handpiece 100/Box,9917179,Bovie Medical Corporation,BX,2,4,54.24,107.78,Equipment > Procedural Tools > Electrosurgery > Consumables,Equipment,Procedural Tools,Electrosurgery,Consumables,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Hi-Temp Cautery Tip New Loop Tip, 10 EA/BX","Henry Schein Hi-Temp Cautery Tip New Loop Tip, 10 EA/BX",1127178,Henry Schein Inc.,EA,7,,72.49,,Equipment > Procedural Tools > Electrosurgery > Desiccators & Cauteries,Equipment,Procedural Tools,Electrosurgery,Desiccators & Cauteries,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Speed-clean Autoclave Cleaner Liquid 16oz/Bt, 12 EA/CA","Speed-clean Autoclave Cleaner Liquid For All Autoclave Brands 16oz/Bottle, 12 EA/CA",3865728,Midmark Corporation,EA,1,,15.52,,Equipment > Zahn/Dental Equipment > Large Equipment Accessories,Equipment,Zahn/Dental Equipment,Large Equipment Accessories,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Aluminum Chloride Reagent 20% 4oz 1/Bt,Aluminum Chloride Reagent 20% 4oz 1/Bottle,3006116,"EDM3, LLC",BT,6,4,129.16,86.80,Laboratory > Chemical & Solution,Laboratory,Chemical & Solution,,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Aluminum Chloride Reagent 20% 8oz Ea,Aluminum Chloride Reagent 20% 8oz Each,1992408,"EDM3, LLC",EA,1,,32.37,,Laboratory > Chemical & Solution,Laboratory,Chemical & Solution,,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Candin Candida Albicans Skin Test 1mL 1mL/Vl,Candin Candida Albicans Skin Test 1mL Vial 1mL/Vl,2590017,"Nielsen Biosciences, Inc.",VL,10,4,"3,833.34","1,614.40",Laboratory > Rapid Diagnostic Test Kit > Allergy,Laboratory,Rapid Diagnostic Test Kit,Allergy,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Detachol Adhesive Remover Ea,Detachol Adhesive Remover Each,7286839,Ferndale Laboratories Inc,EA,1,1,8.24,9.13,Medical & Surgical Supplies > Bandages & Tapes > Accessories,Medical & Surgical Supplies,Bandages & Tapes,Accessories,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"American White Cross Adhesive Bandage Fabric 3/4x3"" Tan Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 3/4x3"" Tan Sterile 100/Box, 12 BX/CA",1271285,Dukal LLC,BX,44,49,121.68,121.17,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"American White Cross Adhesive Bandage Fabric 3/4x3"" Tan Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 3/4x3"" Tan Sterile 100/Box, 12 BX/CA",1271285,Dukal LLC,CA,,1,,20.76,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"American White Cross Adhesive Bandage Fabric 7/8"" Standard Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 7/8"" Standard Sterile 100/Box, 12 BX/CA",1271247,Dukal LLC,BX,,15,,43.47,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"American White Cross Adhesive Bandage Fabric 7/8x1-1/4"" Tan Sterile 100/Bx, 12 BX/CA","American White Cross Adhesive Bandage Fabric 7/8x1-1/4"" Tan Sterile 100/Box, 12 BX/CA",1271252,Dukal LLC,BX,19,18,64.26,61.02,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Leukoplast Adhesive Bandage Elastic/Fabric 7/8"" Tan Sterile 100/Bx, 12 BX/CA","Leukoplast Adhesive Bandage Elastic/Fabric 7/8"" Tan Sterile 100/Box, 12 BX/CA",1423045,"BSN Medical, Inc",BX,17,3,80.75,14.28,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Mastisol Liquid Adhesive Adhesive EtOH/GUM Mstc/Storax/Mthyl Slcyt Clr 2oz,Mastisol Liquid Adhesive Adhesive Ethanol/Gum Mastic/Storax/Methyl Salicylate Clear 2oz,7289210,Ferndale Laboratories Inc,EA,1,1,35.89,35.89,Medical & Surgical Supplies > Bandages & Tapes > Adhesive Bandage,Medical & Surgical Supplies,Bandages & Tapes,Adhesive Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Coban Wrap Bandage Elastic 4""x5yd Tan Non-Sterile 18/CA","Coban Wrap Bandage Elastic 4""x5yd Tan Non-Sterile 18/Case",3136816,3M Medical Products,CA,1,,32.55,,Medical & Surgical Supplies > Bandages & Tapes > Self Adhering & Co-Adherent Bandage,Medical & Surgical Supplies,Bandages & Tapes,Self Adhering & Co-Adherent Bandage,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Hypafix Retention Tape Fabric 2""x11yd White Non-Sterile Ea, 24 EA/CA","Hypafix Retention Tape Fabric 2""x11yd White Non-Sterile Each, 24 EA/CA",1279702,"BSN Medical, Inc",EA,1,9,10.16,97.28,Medical & Surgical Supplies > Bandages & Tapes > Tape,Medical & Surgical Supplies,Bandages & Tapes,Tape,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Surgical Tape Paper 1""x10yd White Non-Sterile 12/Bx, 12 BX/CA","Henry Schein Surgical Tape Paper 1""x10yd White Non-Sterile 12/Box, 12 BX/CA",1019673,Henry Schein Inc.,BX,1,3,7.19,21.57,Medical & Surgical Supplies > Bandages & Tapes > Tape,Medical & Surgical Supplies,Bandages & Tapes,Tape,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Surgical Tape Plastic 1""x10yd Transparent Non-Sterile 12/Bx, 12 BX/CA","Henry Schein Surgical Tape Plastic 1""x10yd Transparent Non-Sterile 12/Box, 12 BX/CA",1014645,Henry Schein Inc.,BX,,2,,22.36,Medical & Surgical Supplies > Bandages & Tapes > Tape,Medical & Surgical Supplies,Bandages & Tapes,Tape,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Cotton Tipped Applicator 6 in Wood Handle Non Sterile 1000/Bx, 10 BX/CA","HSI Cotton Tipped Applicator White Cotton Tip For Easy Application White Cotton Tip 6 in Wood Handle Non Sterile 1000/Box, 10 BX/CA",1009175,Henry Schein Inc.,BX,,6,,53.61,Medical & Surgical Supplies > Disposable Exam Room Products > Applicator,Medical & Surgical Supplies,Disposable Exam Room Products,Applicator,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"OB/GYN Swab 8 in Plastic Shaft Non-Sterile 100/Bx, 5 BX/CA","OB/GYN Swab Rayon Tip Rayon Tip 8 in Plastic Shaft Non-Sterile 100/Box, 5 BX/CA",6780248,Medline Industries Inc,BX,6,8,40.98,65.12,Medical & Surgical Supplies > Disposable Exam Room Products > Applicator,Medical & Surgical Supplies,Disposable Exam Room Products,Applicator,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Graduated Medicine Cup Plastic Clear 1 oz Disposable 100/Bg, 50 BG/CA","HSI Graduated Medicine Cup Disposable Clear Plastic For Pills or Liquid Medicines 1 oz 100/Bag, 50 BG/CA",1125555,Henry Schein Inc.,BG,1,,1.45,,"Medical & Surgical Supplies > Disposable Exam Room Products > Cup, Lid & Dispenser",Medical & Surgical Supplies,Disposable Exam Room Products,"Cup, Lid & Dispenser",,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Professional Towel 2 Ply Tissue / Poly 13 in x 18 in White Disposable 500/Ca,Professional Towel 2 Ply Tissue / Poly 13 in x 18 in Disposable 500/Case,1245008,Tidi Products LLC,CA,13,11,274.20,235.47,"Medical & Surgical Supplies > Disposable Exam Room Products > Patient Bib, Towel & Dispenser",Medical & Surgical Supplies,Disposable Exam Room Products,"Patient Bib, Towel & Dispenser",,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Pillowcase 21 in x 30 in Tissue / Poly White Disposable 100/Ca,HSI Pillowcase Disposable 21 in x 30 in Tissue / Poly White 100/Case,1049206,Henry Schein Inc.,CA,1,3,26.20,78.60,Medical & Surgical Supplies > Disposable Exam Room Products > Pillow Cover & Case,Medical & Surgical Supplies,Disposable Exam Room Products,Pillow Cover & Case,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Pillowcase 21 in x 30 in Tissue / Poly White Disposable 100/Ca,Pillowcase Disposable 21 in x 30 in Tissue / Poly White 100/Case,1016311,Tidi Products LLC,CA,3,,85.59,,Medical & Surgical Supplies > Disposable Exam Room Products > Pillow Cover & Case,Medical & Surgical Supplies,Disposable Exam Room Products,Pillow Cover & Case,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Exam Table Paper Smooth 18 in x 225 Feet 12/Ca,HSI Exam Table Paper Smooth White Disposable 18 in x 225 Feet Standard Roll 12/Case,1009491,Henry Schein Inc.,CA,23,24,801.55,870.72,Medical & Surgical Supplies > Disposable Exam Room Products > Table Paper,Medical & Surgical Supplies,Disposable Exam Room Products,Table Paper,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Angel Soft PS Facial Tissue White 2 Ply 100/Bx, 30 BX/CA","Angel Soft PS Facial Tissue White 2 Ply Flat Box 100/Box, 30 BX/CA",6430062,Georgia Pacific Corp,BX,30,,111.69,,Medical & Surgical Supplies > Disposable Exam Room Products > Tissue Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Tissue Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Facial Tissue White 2 Ply 100/BX, 36 BX/CA","Facial Tissue White 2 Ply Flat Box 100/Box, 36 BX/CA",1470467,Dukal LLC,BX,,1,,1.26,Medical & Surgical Supplies > Disposable Exam Room Products > Tissue Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Tissue Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Kleenex Facial Tissue White 2 Ply 100/Bx, 36 BX/CA","Kleenex Facial Tissue White 2 Ply Flat Box 100/Box, 36 BX/CA",1002649,Kimberly Clark Professional,BX,34,50,44.88,69.92,Medical & Surgical Supplies > Disposable Exam Room Products > Tissue Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Tissue Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Kleenex Facial Tissue White 2 Ply 100/Bx, 36 BX/CA","Kleenex Facial Tissue White 2 Ply Flat Box 100/Box, 36 BX/CA",1002649,Kimberly Clark Professional,CA,,1,,62.64,Medical & Surgical Supplies > Disposable Exam Room Products > Tissue Products & Dispenser,Medical & Surgical Supplies,Disposable Exam Room Products,Tissue Products & Dispenser,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Tongue Depressor 6"" Wood Non-Sterile Adult 500/Bx, 10 BX/CA","Tongue Depressor Wood 6"" Regular Non-Sterile Adult 500/Box, 10 BX/CA",2670035,Dynarex Corporation,BX,,1,,7.95,Medical & Surgical Supplies > Disposable Exam Room Products > Tongue Depressor,Medical & Surgical Supplies,Disposable Exam Room Products,Tongue Depressor,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Criterion N100 Nitrile Exam Gloves Large Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Large Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118537,Henry Schein Inc.,CA,1,1,54.30,54.30,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118536,Henry Schein Inc.,BX,14,,75.15,,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Medium Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118536,Henry Schein Inc.,CA,31,29,"1,683.30","1,563.00",Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Criterion N100 Nitrile Exam Gloves Small Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves Small Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118535,Henry Schein Inc.,CA,4,1,217.20,54.30,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Criterion N100 Nitrile Exam Gloves X-Large Standard Blue Non-Sterile, 10 BX/CA","Criterion N100 Nitrile Exam Gloves X-Large Standard Blue Non-Sterile Chemo Tested, 10 BX/CA",1118539,Henry Schein Inc.,CA,,3,,133.70,Medical & Surgical Supplies > Gloves > Exam,Medical & Surgical Supplies,Gloves,Exam,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Hypodermic Needle 18gx1"" Pink Conventional 100/Bx","Needle 18g 1"" Hypodermic Regular Bevel Sterile Not Made With Natural Rubber Latex Disposable Pink Conventional 100/Box",1197383,Nipro Medical Corp,BX,2,,7.40,,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Hypodermic Needle 25gx5/8"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 25g 5/8"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",9004468,Henry Schein Inc.,BX,9,13,35.95,66.74,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Hypodermic Needle 30gx1/2"" Conventional 100/Bx, 100 BX/CA","Needle Henry Schein 30g 1/2"" Hypodermic Box Sterile Not Made With Natural Rubber Latex Disposable Conventional 100/Box, 100 BX/CA",1126148,Henry Schein Inc.,BX,36,36,180.30,249.24,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"PrecisionGlide Hypodermic Needle 25gx1-1/2"" Blue Cnvntnl Low Dead Space 100/Bx, 10 BX/CA","Needle PrecisionGlide 25g 1-1/2"" Hypodermic Regular Bevel Sterile Not Made With Natural Rubber Latex Disposable Blue Low Dead Space Conventional 100/Box, 10 BX/CA",9870092,Becton-Dickinson,BX,,1,,9.32,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"PrecisionGlide Hypodermic Needle 30gx1/2"" Tan Conventional 100/Bx, 10 BX/CA","Needle PrecisionGlide 30g 1/2"" Hypodermic Regular Bevel Sterile Not Made With Natural Rubber Latex Disposable Tan Conventional 100/Box, 10 BX/CA",9878204,Becton-Dickinson,BX,,2,,90.48,Medical & Surgical Supplies > Hypodermic Supplies > Needle Only > Non-Specialty,Medical & Surgical Supplies,Hypodermic Supplies,Needle Only,Non-Specialty,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"General Use Syringe 3cc Clear Low Dead Space 100/Bx, 8 BX/CA","Henry Schein General Use Syringe 3cc Clear Low Dead Space Polypropylene 0.1cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 94x24x13mm/Conventional/Winged 100/Box, 8 BX/CA",5702873,Henry Schein Inc.,BX,9,1,76.86,8.54,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Luer-Lok Syringe 3cc Low Dead Space 200/Bx, 4 BX/CA","Luer-Lok Syringe 3cc Low Dead Space 1/10cc Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable 200/Box, 4 BX/CA",9870248,Becton-Dickinson,BX,,4,,69.37,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Tuberculin Syringe 1cc Luer Lock Low Dead Space 100/Bx, 10 BX/CA","Tuberculin Syringe 1cc Luer Lock Low Dead Space Graduated w/o Needle Sterile Not Made With Natural Rubber Latex Disposable Lock Tip 100/Box, 10 BX/CA",3377080,Exel International Inc.,BX,18,19,322.92,414.28,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Luer Lock,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Luer Lock,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Injekt Dialysis Syringe 1cc No Dead Space 100/Bx, 18 BX/CA","Injekt Dialysis Syringe 1cc No Dead Space w/o Needle Sterile Disposable Low Waste 100/Box, 18 BX/CA",1273563,B. Braun Medical Inc.,BX,6,5,585.84,446.27,Medical & Surgical Supplies > Hypodermic Supplies > Syringe Only > Slip Tip,Medical & Surgical Supplies,Hypodermic Supplies,Syringe Only,Slip Tip,,,,,,
